Name,Link,Price
"Lenovo V14 G3 (2024), Intel Core i3 12th Gen 1215U - (8GB/512GB SSD/Intel Integrated UHD Graphics/Windows 11) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office 2021",https://www.amazon.in/Lenovo-V14-G3-Intel-1215U/dp/B0DGKZPWV5/ref=sr_1_29?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA._1Rrmrghb0WTyNhuCi7hBClFh_FUNHhpjm3eRu-FWmQ&dib_tag=se&keywords=laptop&qid=1733913109&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-29,32900
"HP Laptop 250R G9 (2024), Intel Core i3 13th Gen 1315U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" (39.62cm)/Ash Grey/1.57 kg/MS Office 2021",https://www.amazon.in/HP-Laptop-250R-Intel-1315U/dp/B0DKGDB9X5/ref=sr_1_30?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA._1Rrmrghb0WTyNhuCi7hBClFh_FUNHhpjm3eRu-FWmQ&dib_tag=se&keywords=laptop&qid=1733913109&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-30,36600
"Lenovo V14 G3 (2024), Intel Core i3 12th Gen 1215U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office",https://www.amazon.in/Lenovo-V14-Intel-Core-1215U/dp/B0DJCQ8D3J/ref=sr_1_31?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA._1Rrmrghb0WTyNhuCi7hBClFh_FUNHhpjm3eRu-FWmQ&dib_tag=se&keywords=laptop&qid=1733913109&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-31,32890
"ASUS Vivobook Go 14, AMD Ryzen 3 7320U, Thin and Light Laptop, 14"" (35.56 cm) FHD, (8 GB RAM/512GB SSD/Windows 11/Office 2021/42WHr /Black/1.38 kg), E1404FA-NK325WS",https://www.amazon.in/ASUS-Vivobook-Laptop-Office-E1404FA-NK325WS/dp/B0CCPC5DTD/ref=sr_1_32?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA._1Rrmrghb0WTyNhuCi7hBClFh_FUNHhpjm3eRu-FWmQ&dib_tag=se&keywords=laptop&qid=1733913109&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-32,30990
"Lenovo V15 AMD Ryzen 7 7730U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (16GB/512GB SSD/Windows 11 SL/Iron Grey/1.65 Kg), Grey",https://www.amazon.in/Lenovo-39-62cm-Antiglare-Laptop-Windows/dp/B0D5J5QGWQ/ref=sr_1_33?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA._1Rrmrghb0WTyNhuCi7hBClFh_FUNHhpjm3eRu-FWmQ&dib_tag=se&keywords=laptop&qid=1733913109&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-33,39390
"HP 15s Intel Core i3 12th Gen (8GB DDR4 RAM/ 512 GB NVMe M.2 SSD/Windows 11 / MS Office'2021 / FHD 15.6"" (39.6 cm) / Silver / 1.69 kg/Dual Speakers) fq5326TU / Laptop",https://www.amazon.in/HP-i3-1215U-Anti-Glare-Speakers-15s-fq5326TU/dp/B0CYQ257C1/ref=sr_1_34?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA._1Rrmrghb0WTyNhuCi7hBClFh_FUNHhpjm3eRu-FWmQ&dib_tag=se&keywords=laptop&qid=1733913109&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-34,36200
"ASUS Vivobook Go 15 (OLED) 2023, AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD OLED, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Backlit KB/Black/1.63 kg), E1504FA-LK542WS",https://www.amazon.in/ASUS-Vivobook-Windows-Backlit-E1504FA-LK542WS/dp/B0BTWCN881/ref=sr_1_35?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA._1Rrmrghb0WTyNhuCi7hBClFh_FUNHhpjm3eRu-FWmQ&dib_tag=se&keywords=laptop&qid=1733913109&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-35,46990
"HONOR MagicBook X14 Pro 2024, 13th Gen Intel Core i5-13420H (16GB/512GB NVMe SSD, 14-inch (35.56 cm) FHD IPS Anti-Glare Thin and Light Laptop/Windows 11/Backlit Keyboard/Fingerprint/1.4Kg), Gray",https://www.amazon.in/MagicBook-i5-13420H-Anti-Glare-Keyboard-Fingerprint/dp/B0CXLN6D7W/ref=sr_1_36?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA._1Rrmrghb0WTyNhuCi7hBClFh_FUNHhpjm3eRu-FWmQ&dib_tag=se&keywords=laptop&qid=1733913109&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-36,48990
"ASUS Vivobook Go 14 (2023), AMD Ryzen 5 7520U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Silver/1.38 kg), E1404FA-NK521WS",https://www.amazon.in/ASUS-Vivobook-14-inch-Windows-E1404FA-NK521WS/dp/B0BVMM9CW5/ref=sr_1_37?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA._1Rrmrghb0WTyNhuCi7hBClFh_FUNHhpjm3eRu-FWmQ&dib_tag=se&keywords=laptop&qid=1733913109&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-37,36500
"Lenovo V15 AMD Ryzen 7 7730U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (16GB/512GB SSD/Windows 11/Iron Grey/1.65 Kg) Grey",https://www.amazon.in/Lenovo-Ryzen-39-62cm-Antiglare-Laptop/dp/B0D39BVJ7Y/ref=sr_1_38?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA._1Rrmrghb0WTyNhuCi7hBClFh_FUNHhpjm3eRu-FWmQ&dib_tag=se&keywords=laptop&qid=1733913109&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-38,39990
"ASUS Vivobook Go 15 (2023), Intel Core i3-N305, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Backlit KB/Silver/1.63 kg), E1504GA-NJ321WS",https://www.amazon.in/ASUS-Vivobook-Integrated-Graphics-E1504GA-NJ321WS/dp/B0C1GGZYS5/ref=sr_1_39?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA._1Rrmrghb0WTyNhuCi7hBClFh_FUNHhpjm3eRu-FWmQ&dib_tag=se&keywords=laptop&qid=1733913109&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-39,31890
"ASUS TUF F17 Gaming Laptop, Intel Core i5-11400H 11Th Gen, 17.3-Inch (43.94 Cm) 144Hz, (8GB RAM/512GB SSD/4GB NVIDIA Geforce RTX 2050/Windows 11/ RGB Backlit KB/Black/2.30 Kg), FX706HF-HX018W",https://www.amazon.in/ASUS-i5-11400H-17-3-inch-GeForce-FX706HF-HX018W/dp/B0C27VNNWH/ref=sr_1_40?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA._1Rrmrghb0WTyNhuCi7hBClFh_FUNHhpjm3eRu-FWmQ&dib_tag=se&keywords=laptop&qid=1733913109&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-40,48990
"HP Victus Gaming Laptop, AMD Ryzen 5 5600H, AMD 4GB Radeon RX 6500M Graphics, 15.6-inch (39.6 cm), FHD, IPS, 8GB DDR4, 512GB SSD, Backlit KB, B&O (Win 11, Blue, 2.29 kg), fb0147AX",https://www.amazon.in/HP-Graphics-15-6-inch-Backlit-fb0147AX/dp/B0C946F286/ref=sr_1_41?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA._1Rrmrghb0WTyNhuCi7hBClFh_FUNHhpjm3eRu-FWmQ&dib_tag=se&keywords=laptop&qid=1733913109&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-41,44990
"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.8 Kg), E1504FA-NJ541WS",https://www.amazon.in/ASUS-Vivobook-Integrated-Graphics-E1504FA-NJ541WS/dp/B0BQSH511C/ref=sr_1_42?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA._1Rrmrghb0WTyNhuCi7hBClFh_FUNHhpjm3eRu-FWmQ&dib_tag=se&keywords=laptop&qid=1733913109&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-42,40390
"HP 14S Intel Core i3 12th Gen (8GB Ram/512GB SSD/Fhd/Windows 11/Ms Office 21/14"" (35.6Cm)/Silver/1.46Kg) Dy5008Tu Laptop",https://www.amazon.in/HP-i3-1215U-Graphics-Speakers-dy5008TU/dp/B0BZS88YPT/ref=sr_1_45?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA._1Rrmrghb0WTyNhuCi7hBClFh_FUNHhpjm3eRu-FWmQ&dib_tag=se&keywords=laptop&qid=1733913109&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-45,37990
"Lenovo V15 AMD Ryzen 7 7730U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (Free MS Office) Lifetime (16GB/512GB SSD/Windows 11/Iron Grey/1.65 Kg) 1 Year Brand Warranty",https://www.amazon.in/Lenovo-39-62cm-Antiglare-Lifetime-Warranty/dp/B0D9MCS9CK/ref=sr_1_46?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA._1Rrmrghb0WTyNhuCi7hBClFh_FUNHhpjm3eRu-FWmQ&dib_tag=se&keywords=laptop&qid=1733913109&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-46,40990
"HP 15s Intel Core i5 12th Gen (16GB DDR4 RAM/ 512 GB NVMe M.2 SSD/Windows 11 / MS Office'2021 / FHD 15.6"" (39.6 cm) + Backlit Keyboard/Silver / 1.69 kg/Dual Speakers) fq5330TU / Laptop",https://www.amazon.in/HP-Windows-Backlit-Keyboard-fq5330TU/dp/B0CTKHTNWL/ref=sr_1_47?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA._1Rrmrghb0WTyNhuCi7hBClFh_FUNHhpjm3eRu-FWmQ&dib_tag=se&keywords=laptop&qid=1733913109&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-47,49990
"Lenovo V14 G3 (2024), Intel Core i5 12th Gen 1235U - (8GB/512GB SSD/Intel Integrated UHD Graphics/Windows 11) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office",https://www.amazon.in/Lenovo-V14-G3-Intel-1235U/dp/B0DGL4G9Q9/ref=sr_1_48?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA._1Rrmrghb0WTyNhuCi7hBClFh_FUNHhpjm3eRu-FWmQ&dib_tag=se&keywords=laptop&qid=1733913109&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-48,38600
"HP 15S Intel Core i5 12th Gen (8GB Ram/512GB SSD/Fhd/15.6"" (39.6 Cm)/Windows 11/Ms Office/Backlit Keyboard/Silver/1.69 Kg) Fq5329Tu Laptop",https://www.amazon.in/HP-Graphics-Backlit-fq5202TU-fq5329TU/dp/B0CJM5Z6FY/ref=sr_1_25?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.xinKA4BPJnzDg1KqARSX8wlF6DS7dPWNjBhPG8QR-yQ&dib_tag=se&keywords=laptop&qid=1733913116&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-25,47850
"ASUS Vivobook 14 Thin and Light Laptop, Intel Core i3-1215U 12Th Gen, 14"" (35.56 Cm) FHD, 60Hz (8GB RAM/512GB SSD/Windows 11/Office 2021/Fingerprint/42WHR /Blue/1.40 Kg), X1404ZA-NK321WS",https://www.amazon.in/ASUS-Vivobook-IntelCore-Fingerprint-X1404ZA-NK321WS/dp/B0CCP9PH92/ref=sr_1_26?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.xinKA4BPJnzDg1KqARSX8wlF6DS7dPWNjBhPG8QR-yQ&dib_tag=se&keywords=laptop&qid=1733913116&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-26,33990
"HP 15 Intel Core i3 13th Gen (8GB Ram/512GB SSD/Fhd/15.6"" (39.6 Cm)/Windows 11/Ms Office 21/Silver/1.59 Kg) Fd0006Tu Laptop",https://www.amazon.in/HP-Windows-Office-Silver-fd0006TU/dp/B0C3RF3HT3/ref=sr_1_27?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.xinKA4BPJnzDg1KqARSX8wlF6DS7dPWNjBhPG8QR-yQ&dib_tag=se&keywords=laptop&qid=1733913116&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-27,43500
"Dell 14 Thin & Light Laptop, 13th Gen Intel Core i3-1305U Processor/ 8GB/ 512GB SSD/14.0"" (35.56cm) FHD + Comfort view/Windows 11 + MSO'21/15 Month McAfee/Spill-resistant Keyboard/Carbon Black/ 1.46kg",https://www.amazon.in/Dell-i3-1305U-Processor-Spill-resistant-Keyboard/dp/B0CCSSGRDQ/ref=sr_1_28?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.xinKA4BPJnzDg1KqARSX8wlF6DS7dPWNjBhPG8QR-yQ&dib_tag=se&keywords=laptop&qid=1733913116&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-28,36990
"Lenovo V14 G3 (2024), Intel Core i3 12th Gen 1215U - (8GB/512GB SSD/Intel Integrated UHD Graphics/Windows 11) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office 2021",https://www.amazon.in/Lenovo-V14-G3-Intel-1215U/dp/B0DGKZPWV5/ref=sr_1_29?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.xinKA4BPJnzDg1KqARSX8wlF6DS7dPWNjBhPG8QR-yQ&dib_tag=se&keywords=laptop&qid=1733913116&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-29,32900
